"workerid","category","trial_type","rt","trial_num","response"
33,"is white","free_production",7763,10,"polar bear"
33,"has a mane","free_production",87514,11,"horse"
33,"is juvenile","free_production",12012,12,"ape"
33,"has beautiful feathers","free_production",3658,13,"peacock"
33,"has wings","free_production",2619,14,"bird"
33,"is full-grown","free_production",5343,15,"frog"
33,"doesn&quotechart have beautiful feathers","free_production",3894,16,"crow"
33,"doesn&quotechart carry malaria","free_production",5578,17,"gerbil"
33,"eats people","free_production",3807,18,"alligator"
33,"lays eggs","free_production",5331,19,"chicken"
33,"carries Lyme disease","free_production",6420,20,"misquitos"
33,"has spots","free_production",5232,21,"leopard"
34,"attacks swimmers","free_production",29250,1,"piranha "
34,"doesn&quotechart eat people","free_production",7863,2,"cow"
34,"eats people","free_production",12798,3,"bear"
34,"doesn&quotechart have beautiful feathers","free_production",15518,4,"ostrich "
34,"is male","free_production",10711,5,"monkey"
34,"carries malaria","free_production",10015,6,"mosquito "
34,"has spots","free_production",10059,7,"leopard "
34,"is red","free_production",22800,8,"mite"
34,"is white","free_production",12911,9,"bunny"
34,"doesn&quotechart attack swimmers","free_production",14483,10,"trout"
34,"has a pouch","free_production",10586,11,"platypus "
34,"has wings","free_production",9577,12,"robin"
34,"is female","free_production",12638,13,"deer"
34,"has beautiful feathers","free_production",10980,14,"peacock "
34,"doesn&quotechart carry Lyme disease","free_production",14557,15,"crocodile "
34,"lays eggs","free_production",10910,16,"snake"
34,"doesn&quotechart carry malaria","free_production",14275,17,"earthworm "
34,"has a mane","free_production",7321,18,"lion"
34,"is full-grown","free_production",14184,19,"elk"
34,"is juvenile","free_production",9560,20,"panda"
34,"carries Lyme disease","free_production",9644,21,"tick"
35,"carries Lyme disease","free_production",5835,1,"Tick"
35,"has wings","free_production",3665,2,"Fly"
35,"is full-grown","free_production",6124,3,"Rhino"
35,"doesn&quotechart carry malaria","free_production",5906,4,"Dog"
35,"has a mane","free_production",4368,5,"Lion"
35,"doesn&quotechart eat people","free_production",14678,6,"Giraffe"
35,"attacks swimmers","free_production",19918,7,"Shark"
35,"has a pouch","free_production",7816,8,"Kangaroo"
35,"carries malaria","free_production",4994,9,"Mosquito"
35,"is juvenile","free_production",42770,10,"Monkey"
35,"doesn&quotechart attack swimmers","free_production",12238,11,"Dolphin"
35,"is female","free_production",4678,12,"Cat"
35,"is red","free_production",13806,13,"Dragonfly"
35,"eats people","free_production",13472,14,"Leopard "
35,"is white","free_production",8980,15,"Polar Bear"
35,"has beautiful feathers","free_production",11370,16,"Peacock "
35,"has spots","free_production",13006,17,"Cheetah"
35,"doesn&quotechart carry Lyme disease","free_production",4764,18,"Dog"
35,"is male","free_production",5594,19,"Lion"
35,"doesn&quotechart have beautiful feathers","free_production",11556,20,"Crow"
35,"lays eggs","free_production",26958,21,"Hawk"
36,"has a mane","free_production",4224,1,"joomi"
36,"has beautiful feathers","free_production",3878,2,"peacock"
36,"carries malaria","free_production",4994,3,"mosquito"
36,"is male","free_production",3948,4,"man"
36,"has spots","free_production",7064,5,"leopard"
36,"eats people","free_production",3946,6,"hippo"
36,"is female","free_production",2789,7,"woman"
36,"doesn&quotechart eat people","free_production",3367,8,"dog"
36,"has wings","free_production",2664,9,"bird"
36,"is full-grown","free_production",3180,10,"elephant"
36,"doesn&quotechart attack swimmers","free_production",2637,11,"seal"
36,"lays eggs","free_production",2884,12,"turtle"
36,"is white","free_production",2919,13,"chicken"
36,"doesn&quotechart have beautiful feathers","free_production",2616,14,"chicken"
36,"is juvenile","free_production",4247,15,"crab"
36,"has a pouch","free_production",2681,16,"kangaroo"
36,"is red","free_production",3450,17,"robin"
36,"attacks swimmers","free_production",2951,18,"shark"
36,"carries Lyme disease","free_production",2772,19,"tick"
36,"doesn&quotechart carry Lyme disease","free_production",5631,20,"rabbit"
36,"doesn&quotechart carry malaria","free_production",5888,21,"flies"
37,"has a mane","free_production",6623,1,"lion"
37,"attacks swimmers","free_production",7089,2,"sharks"
37,"eats people","free_production",7445,3,"mosquitoes"
37,"has a pouch","free_production",3931,4,"kangaroo"
37,"has wings","free_production",5898,5,"birds"
37,"doesn&quotechart have beautiful feathers","free_production",5594,6,"chickens"
37,"has spots","free_production",3864,7,"dalmations"
37,"doesn&quotechart attack swimmers","free_production",4701,8,"fish"
37,"carries Lyme disease","free_production",2971,9,"ticks"
37,"is red","free_production",11977,10,"lady bugs"
37,"is juvenile","free_production",7448,11,"joeys"
37,"lays eggs","free_production",5607,12,"flies"
37,"doesn&quotechart carry Lyme disease","free_production",10775,13,"birds"
37,"has beautiful feathers","free_production",7193,14,"peacocks"
37,"is full-grown","free_production",7339,15,"giraffes"
37,"is female","free_production",12582,16,"worker bees"
37,"doesn&quotechart carry malaria","free_production",6305,17,"tigers"
37,"doesn&quotechart eat people","free_production",4206,18,"dogs"
37,"is white","free_production",5156,19,"goats"
37,"is male","free_production",12176,20,"tigers"
37,"carries malaria","free_production",5263,21,"mosquitoes"
38,"is full-grown","free_production",9511,1,"cat"
38,"has a pouch","free_production",6580,2,"kangaroo "
38,"carries Lyme disease","free_production",5376,3,"tick"
38,"lays eggs","free_production",4060,4,"chicken"
38,"is male","free_production",5398,5,"dog"
38,"doesn&quotechart attack swimmers","free_production",6706,6,"duck"
38,"doesn&quotechart eat people","free_production",6330,7,"mouse"
38,"doesn&quotechart carry malaria","free_production",37917,8,"cat"
38,"is red","free_production",5390,9,"bird"
38,"has wings","free_production",4796,10,"bird"
38,"doesn&quotechart carry Lyme disease","free_production",6924,11,"bird"
38,"doesn&quotechart have beautiful feathers","free_production",5986,12,"cat"
38,"is white","free_production",4366,13,"chicken"
38,"is female","free_production",3264,14,"cat"
38,"carries malaria","free_production",4216,15,"bat"
38,"is juvenile","free_production",3756,16,"kitten"
38,"has a mane","free_production",3256,17,"horse"
38,"has spots","free_production",3426,18,"cow"
38,"attacks swimmers","free_production",6840,19,"alligator "
38,"eats people","free_production",6814,20,"alligator "
38,"has beautiful feathers","free_production",4984,21,"peacock "
39,"doesn&quotechart carry malaria","free_production",13755,1,"dog"
39,"doesn&quotechart attack swimmers","free_production",19142,2,"dolphin"
39,"lays eggs","free_production",7228,3,"duck"
39,"is male","free_production",8401,4,"monkey"
39,"is red","free_production",4111,5,"robin"
39,"carries malaria","free_production",7022,6,"mosquito"
39,"is white","free_production",4944,7,"swan"
39,"attacks swimmers","free_production",7036,8,"shark"
39,"has spots","free_production",10360,9,"leopard"
39,"is female","free_production",3998,10,"cat"
39,"has wings","free_production",2906,11,"bat"
39,"has beautiful feathers","free_production",6778,12,"peacock"
39,"doesn&quotechart carry Lyme disease","free_production",9164,13,"bird"
39,"doesn&quotechart have beautiful feathers","free_production",9293,14,"crow"
39,"has a mane","free_production",6365,15,"lion"
39,"has a pouch","free_production",5458,16,"kangaroo"
39,"eats people","free_production",8606,17,"tiger"
39,"is juvenile","free_production",26969,18,"monkey"
39,"doesn&quotechart eat people","free_production",5137,19,"dog"
39,"is full-grown","free_production",4970,20,"elephant"
39,"carries Lyme disease","free_production",3456,21,"tick"
40,"doesn&quotechart carry Lyme disease","free_production",8856,1,"flea"
40,"carries Lyme disease","free_production",5384,2,"tick"
40,"is white","free_production",3212,3,"swan"
40,"has wings","free_production",5289,4,"robin"
40,"is juvenile","free_production",3441,5,"deer"
40,"doesn&quotechart have beautiful feathers","free_production",10495,6,"badger"
40,"is full-grown","free_production",8619,7,"grasshopper"
40,"lays eggs","free_production",4442,8,"butterfly"
40,"is female","free_production",5747,9,"frog"
40,"has spots","free_production",4776,10,"deer"
40,"has beautiful feathers","free_production",5368,11,"cardinal"
40,"doesn&quotechart carry malaria","free_production",8766,12,"cricket"
40,"is male","free_production",9565,13,"bullfrog"
40,"has a mane","free_production",7956,14,"horse"
40,"has a pouch","free_production",5802,15,"koala"
40,"carries malaria","free_production",7065,16,"mosquito"
40,"doesn&quotechart attack swimmers","free_production",8367,17,"angel fish"
40,"doesn&quotechart eat people","free_production",32436,18,"kingfisher bird"
40,"attacks swimmers","free_production",18558,19,"anaconda"
40,"is red","free_production",26895,20,"ladybug"
40,"eats people","free_production",18204,21,"tiger shark"
41,"doesn&quotechart have beautiful feathers","free_production",8859,1,"penguin"
41,"doesn&quotechart carry Lyme disease","free_production",8945,2,"bee"
41,"is white","free_production",12684,3,"polar bear"
41,"is juvenile","free_production",5595,4,"calf"
41,"carries Lyme disease","free_production",13281,5,"emu"
41,"lays eggs","free_production",6333,6,"chicken"
41,"has wings","free_production",7886,7,"bird"
41,"has beautiful feathers","free_production",5500,8,"peacock"
41,"is red","free_production",6230,9,"ant"
41,"has a pouch","free_production",5654,10,"kangaroo"
41,"is female","free_production",16235,11,"lion"
41,"doesn&quotechart attack swimmers","free_production",9038,12,"dolphin"
41,"carries malaria","free_production",6172,13,"mosquito"
41,"has a mane","free_production",5686,14,"horse"
41,"is full-grown","free_production",8601,15,"elephant"
41,"doesn&quotechart eat people","free_production",7449,16,"fly"
41,"attacks swimmers","free_production",5306,17,"shark"
41,"has spots","free_production",10892,18,"leopard "
41,"doesn&quotechart carry malaria","free_production",8726,19,"wasp"
41,"is male","free_production",4631,20,"lion"
41,"eats people","free_production",7822,21,"tiger"
42,"has wings","free_production",9273,1,"bird"
42,"is red","free_production",9059,2,"bird"
42,"doesn&quotechart carry malaria","free_production",65665,3,"bear"
42,"doesn&quotechart eat people","free_production",44495,4,"hamster"
42,"eats people","free_production",25489,5,"bear"
42,"doesn&quotechart attack swimmers","free_production",7735,6,"goldfish"
42,"doesn&quotechart carry Lyme disease","free_production",29469,7,"koala bear"
42,"is male","free_production",10925,8,"dog"
42,"is juvenile","free_production",14514,9,"puppy"
42,"carries malaria","free_production",21419,10,"mosquito"
42,"lays eggs","free_production",23356,11,"chicken"
42,"has beautiful feathers","free_production",36520,12,"peacock"
42,"has spots","free_production",14582,13,"leopard"
42,"is white","free_production",10083,14,"polar bear"
42,"carries Lyme disease","free_production",5482,15,"tick"
42,"has a mane","free_production",6655,16,"lion"
42,"has a pouch","free_production",7276,17,"kangaroo"
42,"attacks swimmers","free_production",8688,18,"shark"
42,"is full-grown","free_production",6990,19,"dog"
42,"doesn&quotechart have beautiful feathers","free_production",26797,20,"shark"
42,"is female","free_production",6890,21,"dog"
43,"carries Lyme disease","free_production",11710,1,"fly"
43,"doesn&quotechart have beautiful feathers","free_production",6207,2,"chicken"
43,"has beautiful feathers","free_production",11887,3,"peacock"
43,"lays eggs","free_production",4648,4,"fish"
43,"doesn&quotechart attack swimmers","free_production",8944,5,"cat"
43,"is white","free_production",4631,6,"polar bear"
43,"is female","free_production",9320,7,"dog"
43,"carries malaria","free_production",4656,8,"mosquito"
43,"doesn&quotechart carry malaria","free_production",5440,9,"elephant"
43,"has a mane","free_production",3137,10,"lion"
43,"is juvenile","free_production",4426,11,"kitten"
43,"eats people","free_production",5819,12,"tiger"
43,"has a pouch","free_production",3984,13,"kangaroo"
43,"is full-grown","free_production",8568,14,"bear"
43,"doesn&quotechart eat people","free_production",7552,15,"ant"
43,"is male","free_production",4464,16,"jaguar"
43,"has wings","free_production",4416,17,"bird"
43,"has spots","free_production",36561,18,"butterfly"
43,"attacks swimmers","free_production",3272,19,"shark"
43,"doesn&quotechart carry Lyme disease","free_production",6152,20,"zebra"
43,"is red","free_production",9784,21,"parrot"
44,"lays eggs","free_production",13070,1,"chicken"
44,"doesn&quotechart attack swimmers","free_production",19486,2,"tuna fish"
44,"carries Lyme disease","free_production",4556,3,"deer"
44,"doesn&quotechart carry Lyme disease","free_production",9037,4,"tiger"
44,"is full-grown","free_production",4726,5,"lion"
44,"doesn&quotechart eat people","free_production",6620,6,"horse"
44,"carries malaria","free_production",7321,7,"mosquito"
44,"doesn&quotechart carry malaria","free_production",5958,8,"bee"
44,"is female","free_production",4387,9,"dog"
44,"is male","free_production",3330,10,"cat"
44,"has beautiful feathers","free_production",9704,11,"peacock"
44,"has spots","free_production",65263,12,"leopard"
44,"is red","free_production",6968,13,"goldfish"
44,"has a mane","free_production",5513,14,"lion"
44,"has wings","free_production",4292,15,"bird"
44,"has a pouch","free_production",6122,16,"kangaroo"
44,"is juvenile","free_production",15748,17,"ape"
44,"is white","free_production",8172,18,"sheep"
44,"doesn&quotechart have beautiful feathers","free_production",44850,19,"pigeon"
44,"attacks swimmers","free_production",15217,20,"tiger"
44,"eats people","free_production",23812,21,"mosquito"
45,"doesn&quotechart attack swimmers","free_production",5634,1,"shark"
45,"doesn&quotechart carry Lyme disease","free_production",4330,2,"ant"
45,"lays eggs","free_production",3709,3,"chicken"
45,"carries malaria","free_production",4379,4,"mosquito"
45,"is red","free_production",3639,5,"beetle"
45,"doesn&quotechart have beautiful feathers","free_production",5718,6,"crow"
45,"has wings","free_production",3274,7,"eagle"
45,"doesn&quotechart eat people","free_production",6418,8,"dog"
45,"doesn&quotechart carry malaria","free_production",3761,9,"ant"
45,"is male","free_production",3226,10,"human"
45,"is juvenile","free_production",3859,11,"chick"
45,"attacks swimmers","free_production",4414,12,"shark"
45,"is white","free_production",7674,13,"seal"
45,"has beautiful feathers","free_production",3011,14,"peacock"
45,"has a pouch","free_production",4498,15,"kangaroo"
45,"carries Lyme disease","free_production",2644,16,"tick"
45,"has spots","free_production",2743,17,"cheetah"
45,"eats people","free_production",4865,18,"alligator"
45,"has a mane","free_production",2455,19,"horse"
45,"is female","free_production",3311,20,"hen"
45,"is full-grown","free_production",8605,21,"cat"
46,"lays eggs","free_production",5253,1,"chickens"
46,"doesn&quotechart attack swimmers","free_production",8901,2,"butterfly"
46,"has a mane","free_production",5836,3,"horse"
46,"is full-grown","free_production",7081,4,"bear"
46,"is juvenile","free_production",5340,5,"rabbit"
46,"eats people","free_production",6414,6,"lion"
46,"doesn&quotechart have beautiful feathers","free_production",11105,7,"monkey"
46,"carries Lyme disease","free_production",10760,8,"mouse"
46,"is female","free_production",5074,9,"frog"
46,"doesn&quotechart eat people","free_production",9072,10,"hummingbird"
46,"has spots","free_production",4568,11,"leopard"
46,"is white","free_production",6650,12,"polar bear"
46,"has wings","free_production",5341,13,"hawk"
46,"attacks swimmers","free_production",4719,14,"shark"
46,"is male","free_production",6830,15,"pig"
46,"has beautiful feathers","free_production",5540,16,"peacock"
46,"doesn&quotechart carry malaria","free_production",7811,17,"raccoon"
46,"is red","free_production",7222,18,"red panda"
46,"doesn&quotechart carry Lyme disease","free_production",5725,19,"goat"
46,"carries malaria","free_production",6328,20,"mosquito"
46,"has a pouch","free_production",4848,21,"kangaroo"
47,"has wings","free_production",7453,1,"bird"
47,"is female","free_production",5358,2,"dog"
47,"carries malaria","free_production",5474,3,"mosquito"
47,"eats people","free_production",7544,4,"crocodile"
47,"is full-grown","free_production",9115,5,"spider"
47,"lays eggs","free_production",6459,6,"fish"
47,"carries Lyme disease","free_production",7692,7,"deer tick"
47,"is white","free_production",8156,8,"zebra"
47,"has a mane","free_production",4872,9,"horse"
47,"doesn&quotechart eat people","free_production",5409,10,"bunny"
47,"doesn&quotechart carry Lyme disease","free_production",8011,11,"ant"
47,"doesn&quotechart carry malaria","free_production",7026,12,"butterfly"
47,"is juvenile","free_production",7355,13,"chimpanzee"
47,"doesn&quotechart attack swimmers","free_production",5384,14,"goldfish"
47,"doesn&quotechart have beautiful feathers","free_production",7622,15,"ostrich"
47,"attacks swimmers","free_production",4929,16,"shark"
47,"has a pouch","free_production",5034,17,"kangaroo"
47,"is male","free_production",7340,18,"bear"
47,"has spots","free_production",5207,19,"leopard"
47,"is red","free_production",4446,20,"cardinal"
47,"has beautiful feathers","free_production",5444,21,"peacock"
48,"has spots","free_production",24606,1,"dog"
48,"is male","free_production",13972,2,"cow"
48,"is female","free_production",13117,3,"sheep"
48,"doesn&quotechart have beautiful feathers","free_production",11557,4,"insect"
48,"doesn&quotechart carry Lyme disease","free_production",8579,5,"insect"
48,"is juvenile","free_production",36419,6,"foal"
48,"has beautiful feathers","free_production",20014,7,"bird"
48,"doesn&quotechart eat people","free_production",6709,8,"cat"
48,"doesn&quotechart carry malaria","free_production",7790,9,"kitten"
48,"carries malaria","free_production",19277,10,"mosquitoe"
48,"attacks swimmers","free_production",6643,11,"shark"
48,"carries Lyme disease","free_production",85268,12,"insect"
48,"eats people","free_production",7211,13,"lion"
48,"has a pouch","free_production",18978,14,"kangaroo"
48,"is red","free_production",47998,15,"bug"
48,"doesn&quotechart attack swimmers","free_production",8031,16,"bird"
48,"is full-grown","free_production",5977,17,"bear"
48,"lays eggs","free_production",4949,18,"chicken"
48,"has a mane","free_production",19753,19,"horse"
48,"has wings","free_production",4070,20,"bird"
48,"is white","free_production",10761,21,"cat"
49,"has a pouch","free_production",4905,1,"marsupial"
49,"doesn&quotechart attack swimmers","free_production",6133,2,"fish"
49,"is full-grown","free_production",7512,3,"mature animal"
49,"carries malaria","free_production",3432,4,"fly"
49,"doesn&quotechart have beautiful feathers","free_production",4454,5,"ostrich"
49,"has wings","free_production",4559,6,"housefly"
49,"is red","free_production",4880,7,"cardinal"
49,"eats people","free_production",9423,8,"crocodile"
49,"has beautiful feathers","free_production",3551,9,"peacock"
49,"is white","free_production",9520,10,"bichon"
49,"doesn&quotechart carry Lyme disease","free_production",5015,11,"dog"
49,"attacks swimmers","free_production",2352,12,"shark"
49,"doesn&quotechart carry malaria","free_production",3168,13,"cat"
49,"is female","free_production",6208,14,"female animal"
49,"has spots","free_production",3359,15,"leopard"
49,"has a mane","free_production",2639,16,"lion"
49,"doesn&quotechart eat people","free_production",3416,17,"dog"
49,"is male","free_production",3847,18,"male animal"
49,"carries Lyme disease","free_production",4016,19,"deer tick"
49,"lays eggs","free_production",5896,20,"robin"
49,"is juvenile","free_production",7671,21,"puppy"
