workerid,rt,trial_type,stim_type,trial_num,stim_determiner,stim_prevalence,stim_property,response,stim_category
13,2481,truth_conditions,vague,10,generic,90,smooth feathers,Agree,elleps
13,2070,truth_conditions,disease,11,generic,10,infected ears,Disagree,krivels
13,3041,truth_conditions,disease,12,generic,90,fungus-covered fur,Agree,stups
13,4158,truth_conditions,accidental,13,generic,90,dusty skin,Agree,grinks
13,2951,truth_conditions,disease,14,generic,70,rotten teeth,Agree,kweps
13,2985,truth_conditions,vague,15,generic,50,small ears,Agree,crullets
13,5000,truth_conditions,accidental,16,generic,30,swollen ears,Disagree,pangolins
13,2214,truth_conditions,part,17,generic,50,skin,Agree,wugs
13,2448,truth_conditions,disease,18,generic,50,burned skin,Agree,blins
13,2896,truth_conditions,vague,19,generic,70,long teeth,Agree,dorbs
13,2214,truth_conditions,part,20,generic,90,teeth,Agree,daiths
13,3029,truth_conditions,accidental,21,generic,50,itchy tails,Agree,feps
13,3202,truth_conditions,color,22,generic,30,yellow fur,Disagree,zorbs
13,7631,truth_conditions,part,23,generic,30,feathers,Disagree,kazzes
13,2727,truth_conditions,accidental,24,generic,10,cracked claws,Disagree,plovs
14,8059,truth_conditions,part,0,generic,30,claws,Disagree,zorbs
14,6659,truth_conditions,disease,1,generic,70,burned skin,Agree,luzaks
14,4583,truth_conditions,vague,2,generic,50,long teeth,Agree,daiths
14,3959,truth_conditions,color,3,generic,50,yellow fur,Agree,blins
14,3897,truth_conditions,disease,4,generic,30,fungus-covered fur,Disagree,pangolins
14,2592,truth_conditions,vague,5,generic,70,long tails,Agree,dorbs
14,3727,truth_conditions,part,6,generic,10,feathers,Disagree,thups
14,5273,truth_conditions,color,7,generic,90,purple feathers,Agree,morseths
14,3311,truth_conditions,disease,8,generic,90,rotten teeth,Agree,ackles
14,2951,truth_conditions,color,9,generic,10,blue claws,Disagree,grinks
14,2888,truth_conditions,disease,10,generic,50,broken legs,Agree,wugs
14,3752,truth_conditions,vague,11,generic,90,big claws,Agree,sapers
14,3632,truth_conditions,color,12,generic,30,orange tails,Disagree,stups
14,3441,truth_conditions,accidental,13,generic,70,itchy tails,Agree,plovs
14,4191,truth_conditions,disease,14,generic,10,torn feathers,Disagree,moxes
14,4128,truth_conditions,accidental,15,generic,90,cracked claws,Agree,cheebas
14,3191,truth_conditions,vague,16,generic,30,rough skin,Disagree,ollers
14,3050,truth_conditions,vague,17,generic,10,smooth feathers,Disagree,crullets
14,2761,truth_conditions,color,18,generic,70,pink teeth,Agree,kweps
14,3054,truth_conditions,part,19,generic,50,ears,Agree,krivels
14,2776,truth_conditions,part,20,generic,90,teeth,Agree,kazzes
14,4169,truth_conditions,accidental,21,generic,30,muddy feathers,Disagree,taifels
14,3055,truth_conditions,part,22,generic,70,tails,Agree,frams
14,2897,truth_conditions,accidental,23,generic,10,wet fur,Disagree,trufts
14,2800,truth_conditions,accidental,24,generic,50,swollen ears,Agree,feps
15,4319,truth_conditions,accidental,0,generic,50,cracked claws,Agree,grinks
15,2768,truth_conditions,color,1,generic,90,violet skin,Disagree,reesles
15,3337,truth_conditions,part,2,generic,90,ears,Agree,elleps
15,2908,truth_conditions,color,3,generic,30,orange ears,Disagree,mooks
15,2344,truth_conditions,vague,4,generic,70,smooth feathers,Agree,lorches
15,2552,truth_conditions,vague,5,generic,90,long tails,Agree,wugs
15,2629,truth_conditions,vague,6,generic,30,curly fur,Disagree,taifels
15,2205,truth_conditions,part,7,generic,10,claws,Agree,blins
15,3332,truth_conditions,disease,8,generic,90,torn tails,Disagree,kweps
15,3004,truth_conditions,part,9,generic,70,skin,Agree,zoovs
15,16548,truth_conditions,disease,10,generic,10,broken legs,Disagree,luzaks
15,3037,truth_conditions,color,11,generic,50,blue claws,Agree,crullets
15,5920,truth_conditions,disease,12,generic,30,burned skin,Disagree,sapers
15,1840,truth_conditions,part,13,generic,50,tails,Agree,kazzes
15,2769,truth_conditions,disease,14,generic,70,rotten teeth,Disagree,stups
15,2569,truth_conditions,color,15,generic,10,yellow fur,Agree,javs
15,3062,truth_conditions,vague,16,generic,50,long legs,Agree,krivels
15,2075,truth_conditions,vague,17,generic,10,big claws,Agree,daiths
15,2091,truth_conditions,accidental,18,generic,70,swollen ears,Disagree,feps
15,2186,truth_conditions,accidental,19,generic,90,sore legs,Disagree,frams
15,4124,truth_conditions,disease,20,generic,50,worn-out claws,Disagree,pangolins
15,3158,truth_conditions,accidental,21,generic,10,wet fur,Agree,ollers
15,2292,truth_conditions,part,22,generic,30,teeth,Agree,dorbs
15,1787,truth_conditions,color,23,generic,70,purple feathers,Agree,ackles
15,3045,truth_conditions,accidental,24,generic,30,muddy feathers,Agree,trufts
16,6880,truth_conditions,part,0,generic,30,fur,Agree,frams
16,6865,truth_conditions,accidental,1,generic,10,sore legs,Agree,sapers
16,5082,truth_conditions,color,2,generic,10,violet skin,Disagree,daiths
16,5620,truth_conditions,accidental,3,generic,30,dusty skin,Agree,zorbs
16,4698,truth_conditions,color,4,generic,50,silver legs,Agree,kazzes
16,3619,truth_conditions,accidental,5,generic,70,swollen ears,Disagree,crullets
16,3414,truth_conditions,vague,6,generic,90,small ears,Agree,plovs
16,7434,truth_conditions,disease,7,generic,10,broken legs,Disagree,thups
16,7380,truth_conditions,accidental,8,generic,90,muddy feathers,Agree,javs
16,4149,truth_conditions,color,9,generic,70,orange ears,Agree,morseths
16,7432,truth_conditions,part,10,generic,90,skin,Disagree,dorbs
16,6299,truth_conditions,disease,11,generic,30,torn feathers,Agree,ackles
16,5552,truth_conditions,vague,12,generic,10,smooth feathers,Agree,reesles
16,5752,truth_conditions,vague,13,generic,30,big claws,Disagree,trufts
16,4368,truth_conditions,vague,14,generic,70,long legs,Agree,taifels
16,2750,truth_conditions,part,15,generic,70,teeth,Agree,glippets
16,4396,truth_conditions,color,16,generic,30,blue claws,Disagree,luzaks
16,2939,truth_conditions,color,17,generic,90,orange tails,Agree,kweps
16,3796,truth_conditions,part,18,generic,50,claws,Agree,moxes
16,5081,truth_conditions,disease,19,generic,90,burned skin,Disagree,mooks
16,5419,truth_conditions,disease,20,generic,70,torn tails,Disagree,elleps
16,3297,truth_conditions,part,21,generic,10,feathers,Agree,zoovs
16,7736,truth_conditions,accidental,22,generic,50,wet fur,Disagree,lorches
16,3950,truth_conditions,disease,23,generic,50,rotten teeth,Agree,blins
16,2449,truth_conditions,vague,24,generic,50,long tails,Agree,wugs
17,13588,truth_conditions,disease,0,generic,90,infected ears,Disagree,krivels
17,4542,truth_conditions,color,1,generic,90,orange tails,Agree,mooks
17,9270,truth_conditions,vague,2,generic,10,big claws,Disagree,frams
17,5618,truth_conditions,part,3,generic,10,fur,Disagree,lorches
17,7464,truth_conditions,disease,4,generic,30,torn feathers,Disagree,reesles
17,4661,truth_conditions,accidental,5,generic,50,swollen ears,Agree,thups
17,4405,truth_conditions,vague,6,generic,50,long legs,Agree,trufts
17,4622,truth_conditions,color,7,generic,10,blue claws,Disagree,blins
17,6233,truth_conditions,part,8,generic,70,legs,Agree,morseths
17,4995,truth_conditions,accidental,9,generic,70,itchy tails,Agree,cheebas
17,5179,truth_conditions,disease,10,generic,70,fungus-covered fur,Agree,kweps
17,4318,truth_conditions,accidental,11,generic,30,muddy feathers,Disagree,javs
17,4489,truth_conditions,color,12,generic,30,silver legs,Disagree,luzaks
17,3228,truth_conditions,part,13,generic,30,skin,Disagree,sapers
17,3006,truth_conditions,vague,14,generic,70,rough skin,Agree,stups
17,5259,truth_conditions,accidental,15,generic,10,cracked claws,Disagree,elleps
17,3375,truth_conditions,color,16,generic,50,pink teeth,Agree,kazzes
17,3227,truth_conditions,color,17,generic,70,violet skin,Agree,feps
17,3510,truth_conditions,part,18,generic,50,ears,Agree,pangolins
17,3029,truth_conditions,disease,19,generic,10,torn tails,Disagree,dorbs
17,3974,truth_conditions,disease,20,generic,50,broken legs,Agree,glippets
17,3348,truth_conditions,vague,21,generic,30,curly fur,Disagree,grinks
17,2944,truth_conditions,vague,22,generic,90,smooth feathers,Agree,ollers
17,3275,truth_conditions,part,23,generic,90,teeth,Agree,wugs
17,2933,truth_conditions,accidental,24,generic,90,sore legs,Agree,taifels
18,3843,truth_conditions,color,0,generic,50,violet skin,Disagree,kazzes
18,5737,truth_conditions,vague,1,generic,50,long teeth,Disagree,lorches
18,4054,truth_conditions,accidental,2,generic,90,dusty skin,Disagree,reesles
18,3240,truth_conditions,color,3,generic,30,silver legs,Disagree,daiths
18,4503,truth_conditions,part,4,generic,90,claws,Agree,taifels
18,2399,truth_conditions,disease,5,generic,50,fungus-covered fur,Disagree,elleps
18,3280,truth_conditions,vague,6,generic,90,big claws,Agree,stups
18,3384,truth_conditions,accidental,7,generic,10,itchy tails,Disagree,ackles
18,3583,truth_conditions,part,8,generic,10,legs,Disagree,trufts
18,2327,truth_conditions,accidental,9,generic,50,sore legs,Disagree,zorbs
18,3408,truth_conditions,vague,10,generic,30,rough skin,Agree,grinks
18,4247,truth_conditions,disease,11,generic,10,infected ears,Disagree,moxes
18,2760,truth_conditions,disease,12,generic,70,worn-out claws,Disagree,krivels
18,2943,truth_conditions,part,13,generic,50,teeth,Disagree,thups
18,6984,truth_conditions,vague,14,generic,70,long tails,Agree,glippets
18,2527,truth_conditions,part,15,generic,70,ears,Disagree,javs
18,3400,truth_conditions,color,16,generic,90,purple feathers,Disagree,mooks
18,3543,truth_conditions,color,17,generic,10,orange tails,Disagree,zoovs
18,6272,truth_conditions,vague,18,generic,10,smooth feathers,Agree,kweps
18,2591,truth_conditions,disease,19,generic,90,rotten teeth,Disagree,pangolins
18,3391,truth_conditions,accidental,20,generic,30,cracked claws,Disagree,ollers
18,2095,truth_conditions,part,21,generic,30,skin,Disagree,feps
18,3240,truth_conditions,disease,22,generic,30,broken legs,Disagree,luzaks
18,5559,truth_conditions,color,23,generic,70,yellow fur,Agree,wugs
18,2240,truth_conditions,accidental,24,generic,70,swollen ears,Disagree,cheebas
19,18186,truth_conditions,vague,0,generic,30,curly fur,Disagree,zorbs
19,8347,truth_conditions,part,1,generic,50,legs,Agree,feps
19,6397,truth_conditions,vague,2,generic,10,long legs,Disagree,plovs
19,5099,truth_conditions,accidental,3,generic,50,itchy tails,Agree,grinks
19,4451,truth_conditions,color,4,generic,10,orange tails,Disagree,elleps
19,7700,truth_conditions,disease,5,generic,90,worn-out claws,Agree,blins
19,3520,truth_conditions,disease,6,generic,30,burned skin,Disagree,cheebas
19,3967,truth_conditions,color,7,generic,90,silver legs,Agree,pangolins
19,2463,truth_conditions,accidental,8,generic,10,muddy feathers,Disagree,dorbs
19,5583,truth_conditions,disease,9,generic,10,infected ears,Disagree,wugs
19,4138,truth_conditions,vague,10,generic,70,small ears,Agree,mooks
19,2857,truth_conditions,color,11,generic,70,yellow fur,Agree,reesles
19,2955,truth_conditions,accidental,12,generic,90,swollen ears,Agree,sapers
19,3410,truth_conditions,part,13,generic,30,tails,Disagree,luzaks
19,8064,truth_conditions,vague,14,generic,90,rough skin,Agree,kweps
19,2663,truth_conditions,part,15,generic,90,teeth,Agree,taifels
19,3000,truth_conditions,accidental,16,generic,30,sore legs,Disagree,morseths
19,2938,truth_conditions,vague,17,generic,50,long teeth,Agree,zoovs
19,2464,truth_conditions,disease,18,generic,70,broken legs,Agree,glippets
19,2414,truth_conditions,color,19,generic,30,violet skin,Disagree,moxes
19,3657,truth_conditions,disease,20,generic,50,torn feathers,Agree,kazzes
19,2647,truth_conditions,color,21,generic,50,orange ears,Agree,crullets
19,3654,truth_conditions,part,22,generic,10,feathers,Disagree,daiths
19,4260,truth_conditions,accidental,23,generic,70,sore teeth,Agree,stups
19,2709,truth_conditions,part,24,generic,70,fur,Agree,thups
20,4536,truth_conditions,accidental,0,generic,10,dusty skin,Disagree,dorbs
20,3729,truth_conditions,color,1,generic,70,purple feathers,Agree,glippets
20,1994,truth_conditions,color,2,generic,10,yellow fur,Disagree,lorches
20,1867,truth_conditions,vague,3,generic,30,rough skin,Disagree,moxes
20,1785,truth_conditions,disease,4,generic,50,worn-out claws,Disagree,reesles
20,3079,truth_conditions,part,5,generic,70,legs,Agree,krivels
20,2422,truth_conditions,accidental,6,generic,70,itchy tails,Agree,elleps
20,1717,truth_conditions,disease,7,generic,30,infected ears,Disagree,luzaks
20,1608,truth_conditions,vague,8,generic,70,big claws,Agree,ackles
20,1689,truth_conditions,vague,9,generic,90,long legs,Agree,taifels
20,3672,truth_conditions,accidental,10,generic,90,muddy feathers,Agree,kazzes
20,2859,truth_conditions,accidental,11,generic,50,wet fur,Disagree,javs
20,2343,truth_conditions,part,12,generic,50,ears,Disagree,morseths
20,1865,truth_conditions,vague,13,generic,10,small ears,Disagree,pangolins
20,1778,truth_conditions,disease,14,generic,10,torn feathers,Disagree,feps
20,2298,truth_conditions,color,15,generic,90,silver legs,Agree,trufts
20,2361,truth_conditions,disease,16,generic,70,broken legs,Agree,daiths
20,2364,truth_conditions,color,17,generic,50,orange ears,Disagree,plovs
20,1634,truth_conditions,vague,18,generic,50,long teeth,Disagree,blins
20,2069,truth_conditions,part,19,generic,90,skin,Agree,zoovs
20,1854,truth_conditions,part,20,generic,30,teeth,Disagree,wugs
20,1389,truth_conditions,part,21,generic,10,fur,Disagree,frams
20,1541,truth_conditions,accidental,22,generic,30,cracked claws,Disagree,zorbs
20,2628,truth_conditions,disease,23,generic,90,rotten teeth,Agree,thups
20,1995,truth_conditions,color,24,generic,30,violet skin,Disagree,sapers
21,9097,truth_conditions,vague,0,generic,90,big claws,Agree,pangolins
21,4951,truth_conditions,vague,1,generic,30,small ears,Disagree,dorbs
21,3559,truth_conditions,part,2,generic,10,claws,Disagree,javs
21,4444,truth_conditions,disease,3,generic,90,burned skin,Agree,thups
21,3833,truth_conditions,accidental,4,generic,10,cracked claws,Disagree,cheebas
21,5064,truth_conditions,part,5,generic,70,skin,Agree,kweps
21,3097,truth_conditions,part,6,generic,30,teeth,Disagree,sapers
21,3906,truth_conditions,color,7,generic,30,purple feathers,Disagree,feps
21,3309,truth_conditions,disease,8,generic,50,fungus-covered fur,Agree,krivels
21,2923,truth_conditions,vague,9,generic,10,long teeth,Disagree,mooks
21,3800,truth_conditions,disease,10,generic,70,worn-out claws,Agree,grinks
21,2563,truth_conditions,disease,11,generic,30,rotten teeth,Disagree,lorches
21,3124,truth_conditions,accidental,12,generic,70,sore legs,Agree,moxes
21,3611,truth_conditions,color,13,generic,50,yellow fur,Agree,crullets
21,3743,truth_conditions,disease,14,generic,10,infected ears,Disagree,ackles
21,4671,truth_conditions,color,15,generic,10,violet skin,Disagree,reesles
21,2527,truth_conditions,part,16,generic,90,legs,Agree,blins
21,4772,truth_conditions,accidental,17,generic,30,swollen ears,Disagree,zoovs
21,2290,truth_conditions,color,18,generic,90,blue claws,Agree,wugs
21,2661,truth_conditions,accidental,19,generic,90,itchy tails,Agree,taifels
21,3126,truth_conditions,color,20,generic,70,silver legs,Agree,kazzes
21,2526,truth_conditions,accidental,21,generic,50,dusty skin,Agree,luzaks
21,3232,truth_conditions,vague,22,generic,50,curly fur,Agree,morseths
21,2524,truth_conditions,part,23,generic,50,tails,Agree,plovs
21,2543,truth_conditions,vague,24,generic,70,smooth feathers,Agree,frams
22,17014,truth_conditions,part,0,generic,70,legs,Disagree,daiths
22,4649,truth_conditions,part,1,generic,30,feathers,Disagree,stups
22,5642,truth_conditions,accidental,2,generic,50,muddy feathers,Disagree,morseths
22,3630,truth_conditions,disease,3,generic,90,infected ears,Agree,plovs
22,4053,truth_conditions,disease,4,generic,30,torn feathers,Disagree,elleps
22,3366,truth_conditions,color,5,generic,70,violet skin,Agree,luzaks
22,2842,truth_conditions,part,6,generic,10,fur,Disagree,krivels
22,3431,truth_conditions,vague,7,generic,30,long legs,Disagree,sapers
22,3130,truth_conditions,vague,8,generic,50,smooth feathers,Disagree,cheebas
22,2670,truth_conditions,vague,9,generic,10,curly fur,Disagree,blins
22,2681,truth_conditions,accidental,10,generic,70,cracked claws,Agree,dorbs
22,2713,truth_conditions,vague,11,generic,90,long tails,Agree,javs
22,2193,truth_conditions,disease,12,generic,50,burned skin,Disagree,glippets
22,2288,truth_conditions,accidental,13,generic,10,sore teeth,Disagree,wugs
22,2535,truth_conditions,disease,14,generic,70,fungus-covered fur,Agree,kweps
22,2702,truth_conditions,color,15,generic,10,pink teeth,Disagree,crullets
22,2362,truth_conditions,color,16,generic,30,orange ears,Disagree,trufts
22,2759,truth_conditions,color,17,generic,90,yellow fur,Agree,ackles
22,3187,truth_conditions,part,18,generic,50,tails,Disagree,taifels
22,2369,truth_conditions,accidental,19,generic,90,dusty skin,Agree,kazzes
22,2129,truth_conditions,accidental,20,generic,30,itchy tails,Disagree,mooks
22,2544,truth_conditions,part,21,generic,90,teeth,Agree,grinks
22,2518,truth_conditions,vague,22,generic,70,big claws,Agree,pangolins
22,2107,truth_conditions,disease,23,generic,10,rotten teeth,Disagree,zorbs
22,2478,truth_conditions,color,24,generic,50,blue claws,Disagree,feps
23,4817,truth_conditions,accidental,0,generic,90,sore legs,Agree,kweps
23,4821,truth_conditions,disease,1,generic,70,burned skin,Agree,stups
23,4391,truth_conditions,part,2,generic,30,claws,Agree,cheebas
23,2951,truth_conditions,disease,3,generic,50,rotten teeth,Agree,trufts
23,3361,truth_conditions,disease,4,generic,90,torn tails,Agree,zoovs
23,3288,truth_conditions,part,5,generic,50,fur,Agree,plovs
23,3599,truth_conditions,color,6,generic,30,violet skin,Disagree,sapers
23,2656,truth_conditions,color,7,generic,10,yellow fur,Disagree,reesles
23,3536,truth_conditions,accidental,8,generic,10,muddy feathers,Disagree,ackles
23,2584,truth_conditions,vague,9,generic,50,big claws,Agree,wugs
23,3864,truth_conditions,vague,10,generic,30,smooth feathers,Disagree,pangolins
23,2624,truth_conditions,color,11,generic,90,orange ears,Agree,javs
23,4032,truth_conditions,disease,12,generic,10,infected ears,Agree,zorbs
23,7288,truth_conditions,disease,13,generic,30,fungus-covered fur,Agree,kazzes
23,3112,truth_conditions,vague,14,generic,90,long teeth,Agree,frams
23,2448,truth_conditions,accidental,15,generic,70,sore teeth,Disagree,taifels
23,2888,truth_conditions,part,16,generic,90,ears,Agree,moxes
23,4432,truth_conditions,vague,17,generic,10,rough skin,Disagree,feps
23,2967,truth_conditions,part,18,generic,10,skin,Disagree,mooks
23,3352,truth_conditions,color,19,generic,70,purple feathers,Agree,grinks
23,2449,truth_conditions,accidental,20,generic,50,swollen ears,Agree,daiths
23,2367,truth_conditions,vague,21,generic,70,small ears,Agree,elleps
23,2833,truth_conditions,color,22,generic,50,silver legs,Agree,luzaks
23,3520,truth_conditions,part,23,generic,70,tails,Agree,lorches
23,4069,truth_conditions,accidental,24,generic,30,itchy tails,Agree,blins
24,7254,truth_conditions,part,0,generic,30,legs,Disagree,feps
24,5566,truth_conditions,disease,1,generic,30,fungus-covered fur,Disagree,trufts
24,2343,truth_conditions,vague,2,generic,90,long legs,Agree,pangolins
24,1959,truth_conditions,accidental,3,generic,50,swollen ears,Disagree,javs
24,2827,truth_conditions,color,4,generic,90,violet skin,Agree,mooks
24,2649,truth_conditions,color,5,generic,30,silver legs,Disagree,crullets
24,2139,truth_conditions,part,6,generic,10,ears,Disagree,zoovs
24,1922,truth_conditions,accidental,7,generic,30,dusty skin,Disagree,thups
24,1492,truth_conditions,color,8,generic,50,orange tails,Disagree,luzaks
24,1328,truth_conditions,part,9,generic,50,feathers,Disagree,reesles
24,1249,truth_conditions,color,10,generic,70,orange ears,Agree,moxes
24,2139,truth_conditions,accidental,11,generic,90,sore legs,Agree,kweps
24,1696,truth_conditions,disease,12,generic,70,burned skin,Agree,taifels
24,1524,truth_conditions,color,13,generic,10,yellow fur,Disagree,grinks
24,2218,truth_conditions,vague,14,generic,70,curly fur,Agree,cheebas
24,1844,truth_conditions,vague,15,generic,30,rough skin,Disagree,wugs
24,2148,truth_conditions,accidental,16,generic,70,wet fur,Agree,kazzes
24,1913,truth_conditions,part,17,generic,70,fur,Agree,zorbs
24,2062,truth_conditions,vague,18,generic,50,big claws,Disagree,dorbs
24,1470,truth_conditions,vague,19,generic,10,long tails,Disagree,daiths
24,1633,truth_conditions,part,20,generic,90,tails,Agree,stups
24,1461,truth_conditions,disease,21,generic,10,infected ears,Disagree,frams
24,2000,truth_conditions,disease,22,generic,90,broken legs,Agree,elleps
24,5796,truth_conditions,disease,23,generic,50,worn-out claws,Disagree,ollers
24,1782,truth_conditions,accidental,24,generic,10,cracked claws,Disagree,ackles
25,9368,truth_conditions,vague,0,generic,30,big claws,Disagree,morseths
25,4012,truth_conditions,accidental,1,generic,10,itchy tails,Disagree,javs
25,3454,truth_conditions,disease,2,generic,70,fungus-covered fur,Agree,feps
25,3287,truth_conditions,vague,3,generic,10,long tails,Disagree,krivels
25,2976,truth_conditions,part,4,generic,50,claws,Agree,wugs
25,2969,truth_conditions,accidental,5,generic,50,sore legs,Agree,pangolins
25,2123,truth_conditions,disease,6,generic,50,worn-out claws,Agree,dorbs
25,1953,truth_conditions,vague,7,generic,90,curly fur,Agree,lorches
25,2140,truth_conditions,accidental,8,generic,90,dusty skin,Agree,kweps
25,1721,truth_conditions,accidental,9,generic,70,wet fur,Agree,ackles
25,1844,truth_conditions,disease,10,generic,30,broken legs,Disagree,kazzes
25,2178,truth_conditions,part,11,generic,10,legs,Disagree,trufts
25,2618,truth_conditions,color,12,generic,90,purple feathers,Agree,thups
25,1468,truth_conditions,disease,13,generic,90,burned skin,Agree,frams
25,1773,truth_conditions,vague,14,generic,50,long legs,Agree,elleps
25,4631,truth_conditions,disease,15,generic,10,infected ears,Disagree,plovs
25,3565,truth_conditions,color,16,generic,50,blue claws,Agree,grinks
25,2960,truth_conditions,color,17,generic,30,pink teeth,Disagree,blins
25,1344,truth_conditions,part,18,generic,30,fur,Disagree,luzaks
25,1062,truth_conditions,accidental,19,generic,30,sore teeth,Disagree,crullets
25,1094,truth_conditions,color,20,generic,10,orange ears,Disagree,ollers
25,2048,truth_conditions,part,21,generic,90,tails,Agree,glippets
25,1349,truth_conditions,part,22,generic,70,ears,Agree,reesles
25,1101,truth_conditions,vague,23,generic,70,long teeth,Agree,sapers
25,1039,truth_conditions,color,24,generic,70,silver legs,Agree,moxes
26,5406,truth_conditions,disease,0,generic,30,fungus-covered fur,Disagree,ackles
26,2032,truth_conditions,accidental,1,generic,70,itchy tails,Disagree,glippets
26,2731,truth_conditions,vague,2,generic,90,curly fur,Agree,dorbs
26,2775,truth_conditions,part,3,generic,90,legs,Agree,krivels
26,2201,truth_conditions,color,4,generic,10,pink teeth,Disagree,taifels
26,1550,truth_conditions,part,5,generic,70,ears,Agree,kweps
26,1899,truth_conditions,vague,6,generic,30,rough skin,Disagree,plovs
26,3113,truth_conditions,disease,7,generic,50,infected ears,Disagree,sapers
26,1956,truth_conditions,vague,8,generic,70,long tails,Agree,zoovs
26,2403,truth_conditions,accidental,9,generic,10,sore legs,Disagree,pangolins
26,2062,truth_conditions,accidental,10,generic,90,dusty skin,Agree,reesles
26,1314,truth_conditions,disease,11,generic,90,rotten teeth,Agree,lorches
26,1243,truth_conditions,part,12,generic,30,teeth,Disagree,ollers
26,2844,truth_conditions,disease,13,generic,10,worn-out claws,Disagree,mooks
26,2331,truth_conditions,part,14,generic,50,feathers,Agree,feps
26,1840,truth_conditions,color,15,generic,30,orange ears,Disagree,grinks
26,1745,truth_conditions,color,16,generic,70,yellow fur,Agree,stups
